SORA Value Date,,,SORA Publication Date,SORA
,,22,23-Dec-05,2.8299
,,23,27-Dec-05,2.8771
,,27,28-Dec-05,2.77
,,28,29-Dec-05,2.9352
,,29,30-Dec-05,2.9036
,,30,03-Jan-06,3.7755
,,,,
,,,,
SORA Value Date,,,SORA Publication Date,SORA
2006,Jan,03,04-Jan-06,3.1885
,,04,05-Jan-06,3.5468
,,05,06-Jan-06,3.475
,,06,09-Jan-06,3.0801
,,09,11-Jan-06,2.906
,,11,12-Jan-06,3.0986
,,12,13-Jan-06,3.3281
,,13,16-Jan-06,3.3249
,,16,17-Jan-06,3.0105
,,17,18-Jan-06,3.1667
,,18,19-Jan-06,3.1131
,,19,20-Jan-06,3.2044
,,20,23-Jan-06,3.151
,,23,24-Jan-06,3.1155
,,24,25-Jan-06,2.9098
,,25,26-Jan-06,2.8898
,,26,27-Jan-06,3.0182
,,27,01-Feb-06,3.606
,Feb,01,02-Feb-06,3.4386
,,02,03-Feb-06,3.5541
,,03,06-Feb-06,3.5051
,,06,07-Feb-06,3.5395
,,07,08-Feb-06,3.4016
,,08,09-Feb-06,3.0374
,,09,10-Feb-06,2.6593
,,10,13-Feb-06,2.7431
,,13,14-Feb-06,2.5628
,,14,15-Feb-06,2.1267
,,15,16-Feb-06,1.2181
,,16,17-Feb-06,2.7975
,,17,20-Feb-06,3.1073
,,20,21-Feb-06,3.1117
,,21,22-Feb-06,3.2628
,,22,23-Feb-06,3.2529
,,23,24-Feb-06,3.283
,,24,27-Feb-06,3.2046
,,27,28-Feb-06,3.2239
,,28,01-Mar-06,3.2955
,Mar,01,02-Mar-06,3.2346
,,02,03-Mar-06,3.26
,,03,06-Mar-06,3.2514
,,06,07-Mar-06,3.2358
,,07,08-Mar-06,3.1483
,,08,09-Mar-06,3.1567
,,09,10-Mar-06,3.1998
,,10,13-Mar-06,3.2077
,,13,14-Mar-06,3.2641
,,14,15-Mar-06,3.2018
,,15,16-Mar-06,3.1904
,,16,17-Mar-06,3.2276
,,17,20-Mar-06,3.2299
,,20,21-Mar-06,3.1631
,,21,22-Mar-06,3.0864
,,22,23-Mar-06,3.1715
,,23,24-Mar-06,3.1645
,,24,27-Mar-06,3.2517
,,27,28-Mar-06,3.2352
,,28,29-Mar-06,3.205
,,29,30-Mar-06,2.7648
,,30,31-Mar-06,2.9968
,,31,03-Apr-06,3.2054
,Apr,03,04-Apr-06,3.2243
,,04,05-Apr-06,3.1695
,,05,06-Apr-06,3.0961
,,06,07-Apr-06,2.934
,,07,10-Apr-06,3.0613
,,10,11-Apr-06,3.0925
,,11,12-Apr-06,3.1143
,,12,13-Apr-06,3.121
,,13,17-Apr-06,3.1027
,,17,18-Apr-06,3.0038
,,18,19-Apr-06,2.9481
,,19,20-Apr-06,2.9509
,,20,21-Apr-06,2.9546
,,21,24-Apr-06,2.9643
,,24,25-Apr-06,2.9774
,,25,26-Apr-06,3.0759
,,26,27-Apr-06,3.0957
,,27,28-Apr-06,3.2451
,,28,02-May-06,3.2377
,May,02,03-May-06,3.2041
,,03,04-May-06,3.0867
,,04,05-May-06,3.1049
,,05,08-May-06,3.1387
,,08,09-May-06,3.0107
,,09,10-May-06,2.9039
,,10,11-May-06,3.0011
,,11,15-May-06,3.0813
,,15,16-May-06,3.0294
,,16,17-May-06,3.0148
,,17,18-May-06,2.9865
,,18,19-May-06,2.9974
,,19,22-May-06,2.963
,,22,23-May-06,2.8976
,,23,24-May-06,2.8401
,,24,25-May-06,2.8323
,,25,26-May-06,3.1337
,,26,29-May-06,3.1724
,,29,30-May-06,2.9495
,,30,31-May-06,2.9633
,,31,01-Jun-06,3.1525
,Jun,01,02-Jun-06,3.1935
,,02,05-Jun-06,3.2899
,,05,06-Jun-06,3.2419
,,06,07-Jun-06,3.1614
,,07,08-Jun-06,3.2109
,,08,09-Jun-06,3.1153
,,09,12-Jun-06,3.1023
,,12,13-Jun-06,3.0594
,,13,14-Jun-06,3.1152
,,14,15-Jun-06,3.1302
,,15,16-Jun-06,3.2822
,,16,19-Jun-06,3.383
,,19,20-Jun-06,3.3519
,,20,21-Jun-06,3.3458
,,21,22-Jun-06,3.2789
,,22,23-Jun-06,3.2975
,,23,26-Jun-06,3.3143
,,26,27-Jun-06,3.2403
,,27,28-Jun-06,3.2816
,,28,29-Jun-06,3.3066
,,29,30-Jun-06,3.3862
,,30,03-Jul-06,3.3234
,Jul,03,04-Jul-06,3.2474
,,04,05-Jul-06,3.05
,,05,06-Jul-06,3.1118
,,06,07-Jul-06,3.3374
,,07,10-Jul-06,3.3768
,,10,11-Jul-06,3.3699
,,11,12-Jul-06,3.3786
,,12,13-Jul-06,3.3687
,,13,14-Jul-06,3.3581
,,14,17-Jul-06,3.336
,,17,18-Jul-06,3.0982
,,18,19-Jul-06,3.0282
,,19,20-Jul-06,3.0156
,,20,21-Jul-06,3.2316
,,21,24-Jul-06,3.249
,,24,25-Jul-06,3.1825
,,25,26-Jul-06,3.2076
,,26,27-Jul-06,3.1646
,,27,28-Jul-06,3.1418
,,28,31-Jul-06,3.003
,,31,01-Aug-06,2.9266
,Aug,01,02-Aug-06,3.0396
,,02,03-Aug-06,3.1282
,,03,04-Aug-06,3.2151
,,04,07-Aug-06,3.0228
,,07,08-Aug-06,2.9162
,,08,10-Aug-06,3.0645
,,10,11-Aug-06,3.2429
,,11,14-Aug-06,3.2133
,,14,15-Aug-06,3.2285
,,15,16-Aug-06,3.2362
,,16,17-Aug-06,3.2081
,,17,18-Aug-06,3.2452
,,18,21-Aug-06,3.2168
,,21,22-Aug-06,3.199
,,22,23-Aug-06,3.2472
,,23,24-Aug-06,3.2853
,,24,25-Aug-06,3.3685
,,25,28-Aug-06,3.3723
,,28,29-Aug-06,3.3552
,,29,30-Aug-06,3.355
,,30,31-Aug-06,3.2485
,,31,01-Sep-06,3.3848
,Sep,01,04-Sep-06,3.442
,,04,05-Sep-06,3.2188
,,05,06-Sep-06,3.1402
,,06,07-Sep-06,3.1416
,,07,08-Sep-06,3.0466
,,08,11-Sep-06,2.9909
,,11,12-Sep-06,2.8235
,,12,13-Sep-06,2.9242
,,13,14-Sep-06,3.2358
,,14,15-Sep-06,3.2601
,,15,18-Sep-06,3.2823
,,18,19-Sep-06,3.2725
,,19,20-Sep-06,3.3322
,,20,21-Sep-06,3.4697
,,21,22-Sep-06,3.777
,,22,25-Sep-06,3.7689
,,25,26-Sep-06,3.4923
,,26,27-Sep-06,3.3751
,,27,28-Sep-06,3.3119
,,28,29-Sep-06,3.2016
,,29,02-Oct-06,3.3503
,Oct,02,03-Oct-06,3.3489
,,03,04-Oct-06,3.3285
,,04,05-Oct-06,3.2053
,,05,06-Oct-06,2.9955
,,06,09-Oct-06,3.0744
,,09,10-Oct-06,3.1698
,,10,11-Oct-06,3.3841
,,11,12-Oct-06,3.5652
,,12,13-Oct-06,3.5408
,,13,16-Oct-06,3.4528
,,16,17-Oct-06,3.4762
,,17,18-Oct-06,3.5273
,,18,19-Oct-06,3.4805
,,19,20-Oct-06,3.4198
,,20,23-Oct-06,3.3196
,,23,25-Oct-06,3.2869
,,25,26-Oct-06,3.3504
,,26,27-Oct-06,3.4807
,,27,30-Oct-06,3.5917
,,30,31-Oct-06,3.6494
,,31,01-Nov-06,3.6644
,Nov,01,02-Nov-06,3.6065
,,02,03-Nov-06,3.5301
,,03,06-Nov-06,3.4505
,,06,07-Nov-06,3.3457
,,07,08-Nov-06,3.3321
,,08,09-Nov-06,3.3497
,,09,10-Nov-06,3.3157
,,10,13-Nov-06,3.2079
,,13,14-Nov-06,3.2173
,,14,15-Nov-06,3.1123
,,15,16-Nov-06,3.1386
,,16,17-Nov-06,3.229
,,17,20-Nov-06,3.2532
,,20,21-Nov-06,3.1801
,,21,22-Nov-06,3.1766
,,22,23-Nov-06,3.1092
,,23,24-Nov-06,3.0742
,,24,27-Nov-06,3.1065
,,27,28-Nov-06,3.1236
,,28,29-Nov-06,3.101
,,29,30-Nov-06,2.9784
,,30,01-Dec-06,3.0695
,Dec,01,04-Dec-06,3.0962
,,04,05-Dec-06,3.0266
,,05,06-Dec-06,3.0014
,,06,07-Dec-06,3.0439
,,07,08-Dec-06,3.1272
,,08,11-Dec-06,3.1634
,,11,12-Dec-06,3.1062
,,12,13-Dec-06,3.0906
,,13,14-Dec-06,3.0264
,,14,15-Dec-06,3.1896
,,15,18-Dec-06,3.3795
,,18,19-Dec-06,3.3356
,,19,20-Dec-06,3.1581
,,20,21-Dec-06,3.115
,,21,22-Dec-06,3.1231
,,22,26-Dec-06,3.1202
,,26,27-Dec-06,3.1662
,,27,28-Dec-06,3.2509
,,28,29-Dec-06,3.3779
,,29,03-Jan-07,3.5841
,,,,
,,,,
SORA Value Date,,,SORA Publication Date,SORA
2007,Jan,03,04-Jan-07,3.0602
,,04,05-Jan-07,3.176
,,05,08-Jan-07,3.1309
,,08,09-Jan-07,3.0796
,,09,10-Jan-07,3.0818
,,10,11-Jan-07,3.2241
,,11,12-Jan-07,3.2025
,,12,15-Jan-07,3.1777
,,15,16-Jan-07,3.123
,,16,17-Jan-07,2.8919
,,17,18-Jan-07,2.8838
,,18,19-Jan-07,3.0431
,,19,22-Jan-07,2.9863
,,22,23-Jan-07,3.0306
,,23,24-Jan-07,3.084
,,24,25-Jan-07,3.1118
,,25,26-Jan-07,3.126
,,26,29-Jan-07,3.152
,,29,30-Jan-07,3.2093
,,30,31-Jan-07,3.2779
,,31,01-Feb-07,3.2563
,Feb,01,02-Feb-07,3.2613
,,02,05-Feb-07,3.1032
,,05,06-Feb-07,3.0926
,,06,07-Feb-07,3.0627
,,07,08-Feb-07,3.113
,,08,09-Feb-07,3.0988
,,09,12-Feb-07,3.1381
,,12,13-Feb-07,3.1577
,,13,14-Feb-07,3.1204
,,14,15-Feb-07,3.0267
,,15,16-Feb-07,3.1373
,,16,21-Feb-07,3.049
,,21,22-Feb-07,3.0608
,,22,23-Feb-07,3.0435
,,23,26-Feb-07,3.0338
,,26,27-Feb-07,2.9069
,,27,28-Feb-07,2.6812
,,28,01-Mar-07,2.5499
,Mar,01,02-Mar-07,3.0194
,,02,05-Mar-07,2.939
,,05,06-Mar-07,2.5913
,,06,07-Mar-07,2.2221
,,07,08-Mar-07,2.1052
,,08,09-Mar-07,2.166
,,09,12-Mar-07,2.1599
,,12,13-Mar-07,1.9337
,,13,14-Mar-07,1.8311
,,14,15-Mar-07,1.7856
,,15,16-Mar-07,2.1592
,,16,19-Mar-07,2.9822
,,19,20-Mar-07,2.9073
,,20,21-Mar-07,2.8607
,,21,22-Mar-07,2.8037
,,22,23-Mar-07,2.7645
,,23,26-Mar-07,2.8836
,,26,27-Mar-07,2.762
,,27,28-Mar-07,2.5527
,,28,29-Mar-07,2.1647
,,29,30-Mar-07,2.6342
,,30,02-Apr-07,2.8716
,Apr,02,03-Apr-07,2.6613
,,03,04-Apr-07,2.4997
,,04,05-Apr-07,2.5277
,,05,09-Apr-07,2.6139
,,09,10-Apr-07,2.5086
,,10,11-Apr-07,2.4436
,,11,12-Apr-07,2.3665
,,12,13-Apr-07,2.3591
,,13,16-Apr-07,2.357
,,16,17-Apr-07,2.2662
,,17,18-Apr-07,1.9588
,,18,19-Apr-07,1.8341
,,19,20-Apr-07,1.9273
,,20,23-Apr-07,2.1414
,,23,24-Apr-07,2.3186
,,24,25-Apr-07,2.3961
,,25,26-Apr-07,2.4809
,,26,27-Apr-07,2.4171
,,27,30-Apr-07,2.4655
,,30,02-May-07,2.4424
,May,02,03-May-07,2.3597
,,03,04-May-07,2.449
,,04,07-May-07,2.4855
,,07,08-May-07,2.4653
,,08,09-May-07,2.3795
,,09,10-May-07,2.3196
,,10,11-May-07,2.2705
,,11,14-May-07,2.2867
,,14,15-May-07,2.2681
,,15,16-May-07,2.0605
,,16,17-May-07,1.8918
,,17,18-May-07,1.7838
,,18,21-May-07,1.678
,,21,22-May-07,1.7226
,,22,23-May-07,1.7402
,,23,24-May-07,2.1162
,,24,25-May-07,2.0583
,,25,28-May-07,2.0834
,,28,29-May-07,2.0469
,,29,30-May-07,2.0274
,,30,01-Jun-07,2.2641
,Jun,01,04-Jun-07,2.255
,,04,05-Jun-07,2.1302
,,05,06-Jun-07,1.9952
,,06,07-Jun-07,1.9957
,,07,08-Jun-07,2.084
,,08,11-Jun-07,2.165
,,11,12-Jun-07,2.2162
,,12,13-Jun-07,2.2861
,,13,14-Jun-07,2.3197
,,14,15-Jun-07,2.3064
,,15,18-Jun-07,2.2924
,,18,19-Jun-07,2.186
,,19,20-Jun-07,1.9854
,,20,21-Jun-07,2.1375
,,21,22-Jun-07,2.1806
,,22,25-Jun-07,2.2298
,,25,26-Jun-07,2.0947
,,26,27-Jun-07,2.1118
,,27,28-Jun-07,2.1446
,,28,29-Jun-07,2.1816
,,29,02-Jul-07,2.2101
,Jul,02,03-Jul-07,1.9793
,,03,04-Jul-07,2.0388
,,04,05-Jul-07,2.2126
,,05,06-Jul-07,2.3106
,,06,09-Jul-07,2.2938
,,09,10-Jul-07,2.1919
,,10,11-Jul-07,2.2572
,,11,12-Jul-07,2.2887
,,12,13-Jul-07,2.3078
,,13,16-Jul-07,2.3202
,,16,17-Jul-07,2.2559
,,17,18-Jul-07,2.2333
,,18,19-Jul-07,2.2501
,,19,20-Jul-07,2.2984
,,20,23-Jul-07,2.3288
,,23,24-Jul-07,2.2772
,,24,25-Jul-07,2.3005
,,25,26-Jul-07,2.282
,,26,27-Jul-07,2.2846
,,27,30-Jul-07,2.2366
,,30,31-Jul-07,2.29
,,31,01-Aug-07,2.3892
,Aug,01,02-Aug-07,2.343
,,02,03-Aug-07,2.4408
,,03,06-Aug-07,2.3161
,,06,07-Aug-07,2.2727
,,07,08-Aug-07,2.2587
,,08,10-Aug-07,2.2758
,,10,13-Aug-07,2.5239
,,13,14-Aug-07,2.5215
,,14,15-Aug-07,2.354
,,15,16-Aug-07,2.4013
,,16,17-Aug-07,2.6478
,,17,20-Aug-07,2.4979
,,20,21-Aug-07,2.399
,,21,22-Aug-07,2.2458
,,22,23-Aug-07,2.0558
,,23,24-Aug-07,2.0633
,,24,27-Aug-07,2.1913
,,27,28-Aug-07,2.2027
,,28,29-Aug-07,2.2132
,,29,30-Aug-07,2.009
,,30,31-Aug-07,2.1954
,,31,03-Sep-07,2.3876
,Sep,03,04-Sep-07,2.5674
,,04,05-Sep-07,2.2955
,,05,06-Sep-07,2.2346
,,06,07-Sep-07,2.3628
,,07,10-Sep-07,2.4212
,,10,11-Sep-07,2.2836
,,11,12-Sep-07,2.3023
,,12,13-Sep-07,1.9528
,,13,14-Sep-07,2.0626
,,14,17-Sep-07,2.0725
,,17,18-Sep-07,2.0897
,,18,19-Sep-07,2.1555
,,19,20-Sep-07,2.0894
,,20,21-Sep-07,2.0809
,,21,24-Sep-07,2.2276
,,24,25-Sep-07,2.1731
,,25,26-Sep-07,2.2302
,,26,27-Sep-07,2.1993
,,27,28-Sep-07,2.2586
,,28,01-Oct-07,2.2967
,Oct,01,02-Oct-07,2.0784
,,02,03-Oct-07,1.9983
,,03,04-Oct-07,1.9935
,,04,05-Oct-07,2.0695
,,05,08-Oct-07,2.0905
,,08,09-Oct-07,2.1358
,,09,10-Oct-07,2.1398
,,10,11-Oct-07,2.225
,,11,12-Oct-07,2.1689
,,12,15-Oct-07,2.1844
,,15,16-Oct-07,2.24
,,16,17-Oct-07,2.2879
,,17,18-Oct-07,2.4436
,,18,19-Oct-07,2.4975
,,19,22-Oct-07,2.506
,,22,23-Oct-07,2.3792
,,23,24-Oct-07,2.2021
,,24,25-Oct-07,1.7575
,,25,26-Oct-07,1.9088
,,26,29-Oct-07,2.0793
,,29,30-Oct-07,2.1436
,,30,31-Oct-07,2.2479
,,31,01-Nov-07,2.2982
,Nov,01,02-Nov-07,2.286
,,02,05-Nov-07,2.3473
,,05,06-Nov-07,2.0731
,,06,07-Nov-07,1.4509
,,07,09-Nov-07,0.7905
,,09,12-Nov-07,1.8077
,,12,13-Nov-07,2.0814
,,13,14-Nov-07,1.9575
,,14,15-Nov-07,1.7356
,,15,16-Nov-07,1.7334
,,16,19-Nov-07,1.5771
,,19,20-Nov-07,1.5731
,,20,21-Nov-07,1.5819
,,21,22-Nov-07,1.5935
,,22,23-Nov-07,1.7552
,,23,26-Nov-07,1.8728
,,26,27-Nov-07,1.6965
,,27,28-Nov-07,1.552
,,28,29-Nov-07,1.2603
,,29,30-Nov-07,0.9954
,,30,03-Dec-07,1.0865
,Dec,03,04-Dec-07,0.8602
,,04,05-Dec-07,0.7354
,,05,06-Dec-07,0.4897
,,06,07-Dec-07,0.828
,,07,10-Dec-07,0.9615
,,10,11-Dec-07,0.8909
,,11,12-Dec-07,0.952
,,12,13-Dec-07,1.0255
,,13,14-Dec-07,1.2687
,,14,17-Dec-07,1.6055
,,17,18-Dec-07,1.5724
,,18,19-Dec-07,1.0468
,,19,21-Dec-07,0.4921
,,21,24-Dec-07,0.6928
,,24,26-Dec-07,0.6496
,,26,27-Dec-07,0.7008
,,27,28-Dec-07,0.6254
,,28,31-Dec-07,0.5745
,,31,02-Jan-08,0.9645
,,,,
,,,,
SORA Value Date,,,SORA Publication Date,SORA
2008,Jan,02,03-Jan-08,0.8657
,,03,04-Jan-08,0.814
,,04,07-Jan-08,0.7057
,,07,08-Jan-08,0.7294
,,08,09-Jan-08,0.7957
,,09,10-Jan-08,0.9204
,,10,11-Jan-08,0.9312
,,11,14-Jan-08,1.1116
,,14,15-Jan-08,1.1637
,,15,16-Jan-08,1.2375
,,16,17-Jan-08,1.2927
,,17,18-Jan-08,1.288
,,18,21-Jan-08,1.4327
,,21,22-Jan-08,1.4664
,,22,23-Jan-08,1.4885
,,23,24-Jan-08,1.2972
,,24,25-Jan-08,1.2768
,,25,28-Jan-08,1.3483
,,28,29-Jan-08,1.4672
,,29,30-Jan-08,1.7564
,,30,31-Jan-08,1.7635
,,31,01-Feb-08,1.7323
,Feb,01,04-Feb-08,1.7171
,,04,05-Feb-08,1.6172
,,05,06-Feb-08,1.5707
,,06,11-Feb-08,1.6027
,,11,12-Feb-08,1.3626
,,12,13-Feb-08,1.392
,,13,14-Feb-08,1.1551
,,14,15-Feb-08,1.0279
,,15,18-Feb-08,1.0587
,,18,19-Feb-08,1.1498
,,19,20-Feb-08,1.184
,,20,21-Feb-08,1.2501
,,21,22-Feb-08,1.2559
,,22,25-Feb-08,1.1869
,,25,26-Feb-08,1.1237
,,26,27-Feb-08,1.1086
,,27,28-Feb-08,0.942
,,28,29-Feb-08,1.0481
,,29,03-Mar-08,1.0336
,Mar,03,04-Mar-08,1.0744
,,04,05-Mar-08,1.0544
,,05,06-Mar-08,1.0552
,,06,07-Mar-08,0.8746
,,07,10-Mar-08,0.5373
,,10,11-Mar-08,0.4024
,,11,12-Mar-08,0.3472
,,12,13-Mar-08,0.352
,,13,14-Mar-08,0.3835
,,14,17-Mar-08,0.511
,,17,18-Mar-08,0.7803
,,18,19-Mar-08,0.8703
,,19,20-Mar-08,0.859
,,20,24-Mar-08,0.9725
,,24,25-Mar-08,1.0945
,,25,26-Mar-08,1.0277
,,26,27-Mar-08,0.7392
,,27,28-Mar-08,0.6225
,,28,31-Mar-08,0.6627
,,31,01-Apr-08,0.7061
,Apr,01,02-Apr-08,0.6056
,,02,03-Apr-08,0.6047
,,03,04-Apr-08,0.6181
,,04,07-Apr-08,0.7112
,,07,08-Apr-08,0.6728
,,08,09-Apr-08,0.6302
,,09,10-Apr-08,0.4056
,,10,11-Apr-08,0.5021
,,11,14-Apr-08,0.4952
,,14,15-Apr-08,0.4122
,,15,16-Apr-08,0.4143
,,16,17-Apr-08,0.446
,,17,18-Apr-08,0.2264
,,18,21-Apr-08,0.154
,,21,22-Apr-08,0.1904
,,22,23-Apr-08,0.1276
,,23,24-Apr-08,0.1307
,,24,25-Apr-08,0.4417
,,25,28-Apr-08,0.728
,,28,29-Apr-08,1.086
,,29,30-Apr-08,1.0206
,,30,02-May-08,1.0798
,May,02,05-May-08,0.8626
,,05,06-May-08,0.6572
,,06,07-May-08,0.5932
,,07,08-May-08,0.4912
,,08,09-May-08,0.6846
,,09,12-May-08,0.8261
,,12,13-May-08,0.8753
,,13,14-May-08,0.8211
,,14,15-May-08,0.7767
,,15,16-May-08,0.5135
,,16,20-May-08,0.4722
,,20,21-May-08,0.4439
,,21,22-May-08,0.3801
,,22,23-May-08,0.601
,,23,26-May-08,0.7878
,,26,27-May-08,0.6851
,,27,28-May-08,0.6058
,,28,29-May-08,0.5243
,,29,30-May-08,0.529
,,30,02-Jun-08,0.5313
,Jun,02,03-Jun-08,0.3371
,,03,04-Jun-08,0.268
,,04,05-Jun-08,0.1972
,,05,06-Jun-08,0.3381
,,06,09-Jun-08,0.3196
,,09,10-Jun-08,0.3315
,,10,11-Jun-08,0.3521
,,11,12-Jun-08,0.3066
,,12,13-Jun-08,0.2918
,,13,16-Jun-08,0.2752
,,16,17-Jun-08,0.2204
,,17,18-Jun-08,0.0742
,,18,19-Jun-08,0.1418
,,19,20-Jun-08,0.2746
,,20,23-Jun-08,0.3261
,,23,24-Jun-08,0.3164
,,24,25-Jun-08,0.2386
,,25,26-Jun-08,0.267
,,26,27-Jun-08,0.2858
,,27,30-Jun-08,0.5786
,,30,01-Jul-08,0.8171
,Jul,01,02-Jul-08,0.2725
,,02,03-Jul-08,0.2478
,,03,04-Jul-08,0.3679
,,04,07-Jul-08,0.4004
,,07,08-Jul-08,0.3468
,,08,09-Jul-08,0.3761
,,09,10-Jul-08,0.3649
,,10,11-Jul-08,0.4002
,,11,14-Jul-08,0.383
,,14,15-Jul-08,0.358
,,15,16-Jul-08,0.3472
,,16,17-Jul-08,0.2318
,,17,18-Jul-08,0.3071
,,18,21-Jul-08,0.3249
,,21,22-Jul-08,0.3319
,,22,23-Jul-08,0.4409
,,23,24-Jul-08,0.4862
,,24,25-Jul-08,0.453
,,25,28-Jul-08,0.3632
,,28,29-Jul-08,0.2684
,,29,30-Jul-08,0.194
,,30,31-Jul-08,0.1685
,,31,01-Aug-08,0.2504
,Aug,01,04-Aug-08,0.3207
,,04,05-Aug-08,0.3087
,,05,06-Aug-08,0.291
,,06,07-Aug-08,0.3636
,,07,08-Aug-08,0.3943
,,08,11-Aug-08,0.5506
,,11,12-Aug-08,0.6606
,,12,13-Aug-08,0.7382
,,13,14-Aug-08,0.7432
,,14,15-Aug-08,0.7963
,,15,18-Aug-08,0.988
,,18,19-Aug-08,0.7375
,,19,20-Aug-08,0.6466
,,20,21-Aug-08,0.5646
,,21,22-Aug-08,0.7244
,,22,25-Aug-08,0.6514
,,25,26-Aug-08,0.5736
,,26,27-Aug-08,0.5375
,,27,28-Aug-08,0.5917
,,28,29-Aug-08,0.6742
,,29,01-Sep-08,0.6691
,Sep,01,02-Sep-08,0.4899
,,02,03-Sep-08,0.5539
,,03,04-Sep-08,0.643
,,04,05-Sep-08,0.727
,,05,08-Sep-08,0.8072
,,08,09-Sep-08,0.8352
,,09,10-Sep-08,0.8359
,,10,11-Sep-08,0.8189
,,11,12-Sep-08,0.9448
,,12,15-Sep-08,0.9692
,,15,16-Sep-08,0.9845
,,16,17-Sep-08,1.2347
,,17,18-Sep-08,1.3194
,,18,19-Sep-08,1.5579
,,19,22-Sep-08,1.3843
,,22,23-Sep-08,1.4728
,,23,24-Sep-08,1.619
,,24,25-Sep-08,1.5489
,,25,26-Sep-08,1.6931
,,26,29-Sep-08,1.6667
,,29,30-Sep-08,1.5851
,,30,02-Oct-08,1.5083
,Oct,02,03-Oct-08,1.1989
,,03,06-Oct-08,0.8084
,,06,07-Oct-08,0.808
